0.7080919,0.83781815,0.505371,0.26498306,0.20427537,1.0
0.8899309,0.15961921,0.36775625,0.69624174,0.61020756,1.0
0.66581243,0.17099518,0.61969393,0.5798345,0.51967317,1.0
0.5794104,0.90767574,0.0997048,0.06538826,0.78952724,1.0
0.058567643,0.84420425,0.20367122,0.9171725,0.41573697,1.0
0.25927287,0.62463707,0.21187347,0.29356503,0.9267379,1.0
0.6072307,0.9789649,0.68615997,0.31235337,0.14184135,1.0
0.17349327,0.48581362,0.6989573,0.4919774,0.92600334,1.0
0.5168234,0.92964727,0.17091161,0.8615225,0.68342,1.0
0.8654815,0.97960454,0.22268856,0.14311069,0.23016065,1.0
0.24567229,0.38978922,0.4817688,0.068287075,0.6855015,1.0
0.17890692,0.29540914,0.19761121,0.5517772,0.20943058,1.0
0.61503947,0.36825895,0.54874474,0.96957207,0.062658966,1.0
0.9480167,0.7226758,0.91949683,0.1438886,0.692684,1.0
0.44356495,0.8931594,0.38949788,0.9102633,0.16749799,1.0
0.16946793,0.20600384,0.22894359,0.84197366,0.2491445,1.0
0.9144291,0.38867903,0.22642016,0.60439616,0.0042413473,1.0
0.41751063,0.63805455,0.36367542,0.6425739,0.16511273,1.0
0.49302065,0.09342843,0.8213182,0.15146089,0.7414924,1.0
0.9734673,0.63895124,0.76774716,0.8433278,0.80375063,1.0
0.3705395,0.0250566,0.20123607,0.38982797,0.52686274,1.0
0.7848498,0.067709744,0.034534514,0.71879476,0.9905654,1.0
0.4297592,0.60788125,0.08084017,0.13389325,0.51444864,1.0
0.10925859,0.3510698,0.58032656,0.5642051,0.8004738,1.0
0.61474884,0.5099511,0.82279104,0.03981167,0.68497545,1.0
0.93017894,0.12277073,0.44191188,0.18302172,0.33200556,1.0
0.6484559,0.122077584,0.48930317,0.20071751,0.8930064,1.0
0.64359045,0.83663076,0.3817749,0.2660334,0.1002391,1.0
0.2123754,0.63444555,0.42327708,0.15173995,0.30528766,1.0
0.9869004,0.07039684,0.04582739,0.18396652,0.40974128,1.0
0.5794525,0.85693157,0.51349586,0.038804114,0.2932006,1.0
0.6375823,0.018827736,0.6566608,0.37596232,0.5956432,1.0
0.28046048,0.35525978,0.7007286,0.09947896,0.3203569,1.0
0.4849487,0.6936742,0.48610657,0.40249556,0.8986922,1.0
0.6458046,0.656814,0.9597126,0.6412303,0.55662197,1.0
0.033815086,0.0714491,0.14344972,0.6091716,0.004034102,1.0
0.7886798,0.4602118,0.35543227,0.76649064,0.24380201,1.0
0.44876862,0.28469115,0.9430297,0.6338502,0.103814185,1.0
0.7773675,0.21396792,0.14247704,0.6388768,0.33791053,1.0
0.04690343,0.81519246,0.69252026,0.23122329,0.6353718,1.0
0.54702824,0.11765975,0.19898939,0.93176454,0.23383951,1.0
0.82481444,0.23989052,0.0141252875,0.9077645,0.75253797,1.0
0.6386748,0.4778881,0.28193372,0.15344775,0.61420965,1.0
0.49074078,0.605492,0.45068234,0.4199562,0.13161653,1.0
0.44162434,0.1413601,0.21881747,0.5840111,0.8709449,1.0
0.8204208,0.018230021,0.24067187,0.4608215,0.8554458,1.0
0.79400635,0.26313055,0.97660553,0.5616644,0.25924695,1.0
0.22808379,0.42006803,0.6729478,0.60718524,0.1764409,1.0
0.31849772,0.26141018,0.7368109,0.29372972,0.83789915,1.0
0.07311958,0.67335385,0.116910934,0.91667175,0.083851516,1.0
0.041144073,0.24752104,0.20131654,0.26589292,0.9060699,1.0
0.11012179,0.68047863,0.43935728,0.1540277,0.024558902,1.0
0.9535121,0.26964378,0.83871055,0.34744567,0.5083688,1.0
0.0925529,0.84827363,0.41012228,0.022733867,0.19174826,1.0
0.4903999,0.55526763,0.9218283,0.3269676,0.5667766,1.0
0.51113963,0.43419576,0.88847315,0.5417939,0.29051685,1.0
0.4692033,0.7221851,0.050342858,0.5508354,0.41118813,1.0
0.88484627,0.23298407,0.08343488,0.5775411,0.8191639,1.0
0.9336863,0.63453025,0.6420564,0.4205051,0.2991035,1.0
0.3104244,0.87921464,0.45036876,0.63542813,0.23711503,1.0
0.066471875,0.7541208,0.81878644,0.17298639,0.29497474,1.0
0.79358107,0.13063109,0.29650456,0.6174257,0.40685022,1.0
0.06645548,0.18316531,0.3162108,0.2717347,0.61334604,1.0
0.96242046,0.8446366,0.8543654,0.33147877,0.111588836,1.0
0.9965825,0.26584738,0.63184214,0.2461366,0.24057019,1.0
0.2873668,0.19556099,0.44110048,0.13681674,0.23409605,1.0
0.010638058,0.044364095,0.3920231,0.45208317,0.94430244,1.0
0.98714954,0.026348889,0.23731118,0.7611482,0.26923925,1.0
0.78823805,0.25511587,0.6296792,0.49551404,0.89161795,1.0
0.05964166,0.22669995,0.10641706,0.2307685,0.77108586,1.0
0.7972704,0.7086003,0.8932105,0.08286631,0.90787715,1.0
0.74456364,0.31082255,0.52689266,0.045376003,0.60347235,1.0
0.11267859,0.8238087,0.7705878,0.2720781,0.34657258,1.0
0.45299727,0.3927408,0.24793303,0.47474217,0.5765345,1.0
0.35194916,0.82066447,0.505925,0.6899914,0.8974202,1.0
0.9953883,0.9617167,0.91448915,0.64803153,0.4504127,1.0
0.57950246,0.51781803,0.09139317,0.5448944,0.7943917,1.0
0.9024606,0.59269303,0.71733844,0.014097929,0.035359025,1.0
0.5738483,0.72969776,0.47721773,0.74422675,0.91818714,1.0
0.3418672,0.36861908,0.8597074,0.5406396,0.76574534,1.0
0.7355421,0.24897581,0.32591712,0.9055416,0.312549,1.0
0.03729403,0.118228555,0.091053605,0.4087668,0.9380618,1.0
0.18965864,0.04326564,0.65120494,0.5631386,0.11749977,1.0
0.8574916,0.3056844,0.83338714,0.46376574,0.16969186,1.0
0.63258874,0.38984776,0.22615635,0.5984447,0.87688154,1.0
0.9696782,0.07532191,0.38089484,0.9673757,0.57458425,1.0
0.7179741,0.5889922,0.31398106,0.45514715,0.84189254,1.0
0.80626327,0.57660097,0.26008254,0.47301155,0.93964463,1.0
0.34662718,0.4685107,0.8754805,0.3505841,0.070856035,1.0
0.51488745,0.47494376,0.52035075,0.5755022,0.9250618,1.0
0.508482,0.46257758,0.3603195,0.66834503,0.98000956,1.0
